,id,name,parent_id,path,rank,deleted,is_active,creator,create_time,update_time,name_y
153,1404751965267812353,其他,1404751964978405120,/1404740261700034562/1404751964949045249/1404751964978405377/1404751965267812353/,0,0,1,100007174,2021-06-15 18:45:42,2021-06-15 18:45:42,
154,1404751965297172481,数学运算,1404751964949045248,/1404740261700034562/1404751964949045249/1404751965297172481/,0,0,1,100007174,2021-06-15 18:45:42,2021-06-15 18:45:42,
155,1404751965322338305,计算问题,1404751965297172480,/1404740261700034562/1404751964949045249/1404751965297172481/1404751965322338305/,0,0,1,100007174,2021-06-15 18:45:42,2021-06-15 18:45:42,
156,1404751965347504129,多位数问题,1404751965297172480,/1404740261700034562/1404751964949045249/1404751965297172481/1404751965347504129/,0,0,1,100007174,2021-06-15 18:45:42,2021-06-15 18:45:42,
157,1404751965376864257,平均数问题,1404751965297172480,/1404740261700034562/1404751964949045249/1404751965297172481/1404751965376864257/,0,0,1,100007174,2021-06-15 18:45:42,2021-06-15 18:45:42,
158,1404751965402030082,工程问题,1404751965297172480,/1404740261700034562/1404751964949045249/1404751965297172481/1404751965402030082/,0,0,1,100007174,2021-06-15 18:45:42,2021-06-15 18:45:42,
159,1404751965431390209,浓度问题,1404751965297172480,/1404740261700034562/1404751964949045249/1404751965297172481/1404751965431390209/,0,0,1,100007174,2021-06-15 18:45:42,2021-06-15 18:45:42,
160,1404751965456556034,最值问题,1404751965297172480,/1404740261700034562/1404751964949045249/1404751965297172481/1404751965456556034/,0,0,1,100007174,2021-06-15 18:45:42,2021-06-15 18:45:42,
161,1404751965481721857,计数模型问题,1404751965297172480,/1404740261700034562/1404751964949045249/1404751965297172481/1404751965481721857/,0,0,1,100007174,2021-06-15 18:45:42,2021-06-15 18:45:42,
162,1404751965506887681,年龄问题,1404751965297172480,/1404740261700034562/1404751964949045249/1404751965297172481/1404751965506887681/,0,0,1,100007174,2021-06-15 18:45:42,2021-06-15 18:45:42,
163,1404751965536247810,牛吃草问题,1404751965297172480,/1404740261700034562/1404751964949045249/1404751965297172481/1404751965536247810/,0,0,1,100007174,2021-06-15 18:45:42,2021-06-15 18:45:42,
164,1404751965561413633,周期问题,1404751965297172480,/1404740261700034562/1404751964949045249/1404751965297172481/1404751965561413633/,0,0,1,100007174,2021-06-15 18:45:42,2021-06-15 18:45:42,
165,1404751965586579458,倍数约数问题,1404751965297172480,/1404740261700034562/1404751964949045249/1404751965297172481/1404751965586579458/,0,0,1,100007174,2021-06-15 18:45:42,2021-06-15 18:45:42,
166,1404751965611745282,分段计算问题,1404751965297172480,/1404740261700034562/1404751964949045249/1404751965297172481/1404751965611745282/,0,0,1,100007174,2021-06-15 18:45:42,2021-06-15 18:45:42,
167,1404751965636911105,和差倍比问题,1404751965297172480,/1404740261700034562/1404751964949045249/1404751965297172481/1404751965636911105/,0,0,1,100007174,2021-06-15 18:45:42,2021-06-15 18:45:42,
168,1404751965662076930,数列问题,1404751965297172480,/1404740261700034562/1404751964949045249/1404751965297172481/1404751965662076930/,0,0,1,100007174,2021-06-15 18:45:42,2021-06-15 18:45:42,
169,1404751965691437057,行程问题,1404751965297172480,/1404740261700034562/1404751964949045249/1404751965297172481/1404751965691437057/,0,0,1,100007174,2021-06-15 18:45:42,2021-06-15 18:45:42,
